date,instance_id,project_id,zone,cpu_utilization_mean,cpu_utilization_std,cpu_utilization_min,cpu_utilization_max,memory_used_gb_mean,memory_used_gb_std,memory_used_gb_min,memory_used_gb_max,disk_read_bytes_sum,disk_read_bytes_mean,disk_write_bytes_sum,disk_write_bytes_mean,ingress_bytes_sum,ingress_bytes_mean,egress_bytes_sum,egress_bytes_mean,network_total_bytes_sum,network_total_bytes_mean,disk_total_bytes_sum,disk_total_bytes_mean,uptime_fraction_mean,uptime_fraction_min,uptime_fraction_max,cost_usd_sum,cost_usd_mean,cost_usd_max,cost_per_cpu_mean,sku_category_<lambda>
2025-01-01,5551001,analytic-pocs-dev-c50df1,us-central1-a,0.0607145,0.0224287199924561,0.044855,0.076574,10.80334186553955,1.0536712127723509,10.058283805847168,11.548399925231934,86025,43012.5,27561,13780.5,9676.39,4838.195,3118.1984,1559.0992,12794.5884,6397.2942,113586,56793.0,0.548566,0.47238,0.624752,0.266328,0.133164,0.160061,2.4302344930764725,Network_InterZone
2025-01-01,5551002,analytic-pocs-dev-c50df1,us-central1-a,0.068562,0.0385443906424787,0.041307,0.095817,11.082738637924194,1.185380114368895,10.244548320770264,11.920928955078123,69519,34759.5,25421,12710.5,6263.196,3131.598,2128.2421,1064.12105,8391.4381,4195.71905,94940,47470.0,0.4305925,0.422971,0.438214,0.185566,0.092783,0.098946,1.534702630562462,Network_InterZone
2025-01-01,5551003,analytic-pocs-dev-c50df1,us-central1-a,0.0899385,0.0784881456049256,0.034439,0.145438,11.874362826347353,3.0951591875187803,9.685754776000977,14.062970876693726,81317,40658.5,34307,17153.5,6524.878,3262.439,1388.2684000000002,694.1342000000001,7913.1464,3956.5732,115624,57812.0,0.278417,0.262795,0.294039,0.599422,0.299711,0.512793,2.973114672854728,Network_GoogleServices
2025-01-01,5551004,analytic-pocs-dev-c50df1,us-central1-a,0.070549,0.0395187837869537,0.042605,0.098493,10.989606380462646,1.580506819158526,9.872019290924072,12.10719347000122,77016,38508.0,23345,11672.5,5896.476000000001,2948.2380000000003,2530.692,1265.346,8427.168000000001,4213.584000000001,100361,50180.5,0.3586695,0.183827,0.533512,0.639343,0.3196715,0.47227,6.2549412270584535,Network_GoogleServices
2025-01-01,5551005,analytic-pocs-dev-c50df1,us-central1-a,0.0690335,0.056156299241492,0.029325,0.108742,10.845251381397247,2.4432001246158883,9.117648005485536,12.57285475730896,84257,42128.5,888522,444261.0,5693.367,2846.6835,1481.7639,740.8819500000001,7175.1309,3587.56545,972779,486389.5,0.3546,0.259355,0.449845,0.209235,0.1046175,0.130939,2.5156558744550264,Network_InterZone
2025-01-02,5551001,analytic-pocs-dev-c50df1,us-central1-a,0.0882485,0.059560311286124,0.046133,0.130364,11.781230568885803,2.8317413843256927,9.778887033462524,13.783574104309082,55773,27886.5,34362,17181.0,6401.772,3200.886,3843.612,1921.806,10245.384,5122.692,90135,45067.5,0.2869175,0.246251,0.327584,0.625095,0.3125475,0.535705,2.987283959671516,Network_GoogleServices
2025-01-02,5551002,analytic-pocs-dev-c50df1,us-central1-a,0.0610335,0.0352245243048078,0.036126,0.085941,10.943040251731873,1.3829434667637104,9.96515154838562,11.920928955078123,87866,43933.0,22719,11359.5,6772.712,3386.356,136.3962,68.1981,6909.108200000001,3454.5541000000003,110585,55292.5,0.4605745,0.360823,0.560326,0.703105,0.3515525,0.52872,8.123509046054965,Network_GoogleServices
2025-01-02,5551003,analytic-pocs-dev-c50df1,us-central1-a,0.087558,0.0559307321782935,0.048009,0.127107,11.64153218269348,2.634178031930877,9.778887033462524,13.504177331924438,62443,31221.5,29926,14963.0,10416.657,5208.3285,2591.9581000000003,1295.97905,13008.6151,6504.30755,92369,46184.5,0.5304375,0.450679,0.610196,0.166347,0.0831735,0.156347,1.634114449767462,Network_InterZone
2025-01-02,5551004,analytic-pocs-dev-c50df1,us-central1-a,0.0707215,0.0576893067431044,0.029929,0.111514,11.408701539039612,2.04148797474643,9.96515154838562,12.852251529693604,59863,29931.5,33971,16985.5,8140.66,4070.33,2970.7200000000003,1485.36,11111.38,5555.6900000000005,93834,46917.0,0.2807895,0.273748,0.287831,0.136426,0.068213,0.069825,1.386970330764714,Network_InterZone
2025-01-02,5551005,analytic-pocs-dev-c50df1,us-central1-a,0.061322,0.0501395276403757,0.025868,0.096776,10.863877832889557,2.285149442700036,9.248033165931702,12.479722499847412,75925,37962.5,32574,16287.0,9823.116,4911.558,821.2167000000001,410.60835,10644.3327,5322.16635,108499,54249.5,0.3971,0.178134,0.616066,0.620609,0.3103045,0.503761,4.750580062264074,Network_GoogleServices
2025-01-03,5551005,analytic-pocs-dev-c50df1,us-central1-a,0.0878525,0.0582705485172398,0.046649,0.129056,12.014061212539673,2.502469130334333,10.244548320770264,13.783574104309082,90420,45210.0,19007,9503.5,7991.89,3995.945,1145.1874,572.5937,9137.0774,4568.5387,109427,54713.5,0.3526585,0.313571,0.391746,0.181435,0.0907175,0.161225,1.7694956584570716,Network_InterZone
2025-01-03,5551003,analytic-pocs-dev-c50df1,us-central1-a,0.0682095,0.0360603245201703,0.042711,0.093708,10.756775736808777,1.1195256635706228,9.96515154838562,11.548399925231934,59840,29920.0,27722,13861.0,6240.344999999999,3120.1725,3552.081,1776.0405,9792.426,4896.213,87562,43781.0,0.5051045,0.484609,0.5256,0.560492,0.280246,0.493557,3.371331405072736,Network_GoogleServices
2025-01-03,5551004,analytic-pocs-dev-c50df1,us-central1-a,0.052674,0.0298611193695079,0.031559,0.073789,10.00240445137024,1.1326965537302771,9.201467037200928,10.80334186553955,73950,36975.0,22481,11240.5,5673.584,2836.792,1.5509,0.77545,5675.134899999999,2837.56745,96431,48215.5,0.4240529999999999,0.201842,0.646264,0.619659,0.3098295,0.454199,8.081193305021506,Network_GoogleServices
2025-01-03,5551001,analytic-pocs-dev-c50df1,us-central1-a,0.0891734999999999,0.0568888618668013,0.048947,0.1294,11.781230568885803,1.9097790731498856,10.43081283569336,13.131648302078249,86370,43185.0,22846,11423.0,9044.888,4522.444,2628.307,1314.1535,11673.195,5836.5975,109216,54608.0,0.4372805,0.434734,0.439827,0.278574,0.139287,0.148759,1.9869254204702385,Network_InterZone
2025-01-03,5551002,analytic-pocs-dev-c50df1,us-central1-a,0.0665415,0.0251524953135866,0.048756,0.084327,10.80334186553955,0.6585445079827192,10.337680578231812,11.26900315284729,74551,37275.5,27471,13735.5,5156.674,2578.337,1745.9914,872.9957,6902.6654,3451.3327,102022,51011.0,0.4470635,0.285307,0.60882,0.031927,0.0159635,0.021927,0.2289784449660159,Network_InterZone
2025-01-04,5551001,analytic-pocs-dev-c50df1,us-central1-a,0.0342485,0.0053252211691158,0.030483,0.038014,9.778887033462524,0.5268356063861754,9.406358003616331,10.151416063308716,56027,28013.5,33418,16709.0,10519.29,5259.645,4604.242,2302.121,15123.532,7561.766,89445,44722.5,0.3671045,0.358116,0.376093,0.545656,0.272828,0.470872,8.436619761906917,Network_GoogleServices
2025-01-04,5551002,analytic-pocs-dev-c50df1,us-central1-a,0.0313985,0.0105761961262071,0.02392,0.038877,9.60659235715866,0.5070792711466938,9.248033165931702,9.96515154838562,59386,29693.0,22566,11283.0,3780.414,1890.207,1289.7672,644.8836,5070.1812,2535.0906,81952,40976.0,0.4364234999999999,0.24396,0.628887,0.658868,0.329434,0.517978,9.321542097688756,Network_GoogleServices
2025-01-04,5551003,analytic-pocs-dev-c50df1,us-central1-a,0.0299415,0.0021347553724021,0.028432,0.031451,9.494833648204803,0.2700032482729149,9.30391252040863,9.685754776000977,40376,20188.0,30358,15179.0,7873.316,3936.658,808.3984,404.1992,8681.714399999999,4340.8572,70734,35367.0,0.3143505,0.294624,0.334077,0.143161,0.0715805,0.133161,2.416259076483801,Network_InterZone
2025-01-04,5551004,analytic-pocs-dev-c50df1,us-central1-a,0.0304075,0.0048825723240931,0.026955,0.03386,9.55536961555481,0.4478102654282491,9.238719940185549,9.872019290924072,52625,26312.5,32056,16028.0,8006.115,4003.0575,1450.1965,725.09825,9456.3115,4728.15575,84681,42340.5,0.4614445,0.314095,0.608794,0.132451,0.0662255,0.122451,2.3335757420155105,Network_InterZone
2025-01-04,5551005,analytic-pocs-dev-c50df1,us-central1-a,0.0292074999999999,7.000357133746585e-05,0.029158,0.029257,9.639188647270204,0.0658544507982719,9.592622518539429,9.685754776000977,56121,28060.5,827872,413936.0,7110.854,3555.427,183.3478,91.6739,7294.201800000001,3647.1009,883993,441996.5,0.37881,0.363189,0.394431,0.569731,0.2848655,0.483108,9.441069900723996,Network_GoogleServices
2025-01-05,5551001,analytic-pocs-dev-c50df1,us-central1-a,0.0357284999999999,0.0020555594129092,0.034275,0.037182,10.011717677116394,0.1975633523948157,9.872019290924072,10.151416063308716,57435,28717.5,29916,14958.0,5055.866,2527.933,463.5308,231.7654,5519.3968,2759.6984,87351,43675.5,0.5790759999999999,0.526793,0.631359,0.169384,0.084692,0.159384,2.2289049340728897,Network_InterZone
2025-01-05,5551002,analytic-pocs-dev-c50df1,us-central1-a,0.03558,0.0060344492706459,0.031313,0.039847,9.872019290924072,0.3951267047896315,9.592622518539429,10.151416063308716,41049,20524.5,34979,17489.5,8164.43,4082.215,965.0041,482.50205,9129.4341,4564.71705,76028,38014.0,0.4021565,0.339061,0.465252,0.144086,0.072043,0.134086,2.19720762663372,Network_InterZone
2025-01-05,5551003,analytic-pocs-dev-c50df1,us-central1-a,0.029209,0.0118878792053082,0.020803,0.037615,9.452924132347109,0.4609811555879035,9.12696123123169,9.778887033462524,52951,26475.5,32501,16250.5,9111.454,4555.727,527.6963,263.84815,9639.1503,4819.57515,85452,42726.0,0.5500210000000001,0.485901,0.614141,0.606348,0.303174,0.538483,8.528781413456004,Network_GoogleServices
2025-01-05,5551004,analytic-pocs-dev-c50df1,us-central1-a,0.0247275,0.003657863379078,0.022141,0.027314,9.578652679920197,0.4148830400291131,9.28528606891632,9.872019290924072,55765,27882.5,19817,9908.5,7730.505000000001,3865.252500000001,1249.9759,624.9879500000001,8980.4809,4490.24045,75582,37791.0,0.4009859999999999,0.371675,0.430297,0.7049489999999999,0.3524744999999999,0.548962,14.615833319742356,Network_GoogleServices
2025-01-05,5551005,analytic-pocs-dev-c50df1,us-central1-a,0.034286,0.0046810468914549,0.030976,0.037596,9.592622518539429,0.2634178031930877,9.406358003616331,9.778887033462524,39383,19691.5,27510,13755.0,7832.836,3916.418,4427.576,2213.788,12260.412,6130.206,66893,33446.5,0.3673265,0.276862,0.457791,0.269555,0.1347775,0.146628,3.821699273665012,Network_InterZone
2025-01-06,5551005,analytic-pocs-dev-c50df1,us-central1-a,0.0956404999999999,0.0859438795057565,0.034869,0.156412,12.293457984924316,3.687849244703228,9.685754776000977,14.901161193847656,70753,35376.5,22918,11459.0,5315.379,2657.6895,766.5195,383.25975,6081.898499999999,3040.94925,93671,46835.5,0.189784,0.186998,0.19257,0.523504,0.261752,0.496641,1.9519793429336203,Network_GoogleServices
2025-01-06,5551003,analytic-pocs-dev-c50df1,us-central1-a,0.0806554999999999,0.0436320239331159,0.049803,0.111508,11.64153218269348,1.185380114368895,10.80334186553955,12.479722499847412,79211,39605.5,35022,17511.0,12360.098999999998,6180.049499999999,3238.855,1619.4275,15598.953999999998,7799.476999999999,114233,57116.5,0.3466945,0.342569,0.35082,0.218611,0.1093055,0.157911,1.8239089403964,Network_InterZone
2025-01-06,5551004,analytic-pocs-dev-c50df1,us-central1-a,0.095726,0.0759772094249321,0.042002,0.14945,12.153759598731996,2.304905777939517,10.523945093154907,13.783574104309082,71963,35981.5,30763,15381.5,5112.548000000001,2556.2740000000003,3316.7985,1658.39925,8429.3465,4214.67325,102726,51363.0,0.4193305,0.260761,0.5779,0.102354,0.051177,0.05465,0.7362936769895885,Network_InterZone
2025-01-06,5551001,analytic-pocs-dev-c50df1,us-central1-a,0.0798885,0.0527947136037312,0.042557,0.11722,11.781230568885803,1.9097790731498856,10.43081283569336,13.131648302078249,63571,31785.5,29601,14800.5,3604.638,1802.319,915.2214,457.6107,4519.859399999999,2259.9297,93172,46586.0,0.2745615,0.242044,0.307079,0.550457,0.2752285,0.530171,2.47517399365236,Network_GoogleServices
2025-01-06,5551002,analytic-pocs-dev-c50df1,us-central1-a,0.090704,0.0585583409771827,0.049297,0.132111,11.9674950838089,1.9097790731498856,10.617077350616457,13.317912817001345,67999,33999.5,24508,12254.0,6899.083,3449.5415,762.7324,381.3662,7661.815399999999,3830.9077,92507,46253.5,0.2379045,0.187926,0.287883,0.699895,0.3499475,0.527633,5.892235143419225,Network_GoogleServices
2025-01-07,5551001,analytic-pocs-dev-c50df1,us-central1-a,0.0697715,0.0524864150471338,0.032658,0.106885,11.03617250919342,2.1731968763429736,9.49949026107788,12.57285475730896,78566,39283.0,22582,11291.0,7253.443999999999,3626.722,505.4109,252.70545,7758.8549,3879.42745,101148,50574.0,0.3452105,0.192614,0.497807,0.1684959999999999,0.0842479999999999,0.143862,2.251282368653172,Network_InterZone
2025-01-07,5551002,analytic-pocs-dev-c50df1,us-central1-a,0.0926175,0.0886308852742654,0.029946,0.155289,12.10719347000122,3.161013638317052,9.872019290924072,14.34236764907837,70762,35381.0,27334,13667.0,5147.258,2573.629,2636.097,1318.0485,7783.355,3891.6775,98096,49048.0,0.583531,0.573906,0.593156,0.096254,0.048127,0.062339,0.747405679585289,Network_InterZone
2025-01-07,5551003,analytic-pocs-dev-c50df1,us-central1-a,0.081498,0.0564851038947437,0.041557,0.121439,11.408701539039612,2.04148797474643,9.96515154838562,12.852251529693604,65672,32836.0,32171,16085.5,6027.432,3013.716,76.468,38.234,6103.9,3051.95,97843,48921.5,0.4576925,0.456427,0.458958,0.521532,0.260766,0.499386,2.299517917841916,Network_GoogleServices
2025-01-07,5551004,analytic-pocs-dev-c50df1,us-central1-a,0.0796345,0.0523959053791419,0.042585,0.116684,11.03617250919342,2.04148797474643,9.592622518539429,12.479722499847412,72291,36145.5,30188,15094.0,8701.688,4350.844,570.555,285.2775,9272.243,4636.121499999999,102479,51239.5,0.304258,0.222242,0.386274,0.6293690000000001,0.3146845,0.457726,5.980211662677532,Network_GoogleServices
